ASVID,Domain,Supergroup,Division,Phylum,Subphylum,Superclass,Class,Infraclass,Superorder,Order,Family,Genus,Species
a7c1e9b1ec87a6bff3129cf2501f2bd5,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Dinophyceae,Dinophyceae,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp.
bd1db3af2843026405048865d7a633bd,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Dinophyceae,Dinophyceae,Dinophyceae,,,,
1b7fa573c8b1ac0e2b6d9e4bd63f511a,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,,,,,,,
24a1c8d1f896bd02026bf750212ec753,Eukaryota,TSAR,Alveolata,Ciliophora,Ciliophora,Ciliophora,Oligohymenophorea,Oligohymenophorea,Oligohymenophorea,OLIGO5,OLIGO5_X,OLIGO5_XX,OLIGO5_XX_sp.
f742257c6afbbd3b905bba9d0a19c583,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-3,Dino-Group-II-Clade-3_X,Dino-Group-II-Clade-3_X_sp.
52da5d536ae8fdcc0cc0e01b21a200a4,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-15,Dino-Group-II-Clade-15_X,Dino-Group-II-Clade-15_X_sp.
00be4a88af65735907f2f3ffe72bbd51,Eukaryota,TSAR,Rhizaria,Radiolaria,Radiolaria,Radiolaria,Polycystinea,Polycystinea,Polycystinea,Spumellaria,Cristallosphaeridae,Calcaromma,Calcaromma_morum
fee5cc9cf9e11dfc47d5a7e15765570a,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-2,Dino-Group-I-Clade-2_X,Dino-Group-I-Clade-2_X_sp.
076e76644d326fafd2e399853d43515e,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5_X_sp.
1cb8329b3f33c504dee49896b0b84a0b,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II_X,Dino-Group-II_XX,Dino-Group-II_XX_sp.
58f59d9871b6c403dabb09ccfd6add1c,Eukaryota,TSAR,Alveolata,Ciliophora,Ciliophora,Ciliophora,CONThreeP,CONThreeP,CONThreeP,CONThreeP_X,Discotrichidae,NASSO_1,NASSO_1_sp.
d5562ed5c45560956ee17bad73a7b0bc,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-5,Dino-Group-II-Clade-5_X,Dino-Group-II-Clade-5_X_sp.
d9ae802265bf705ef9124e0cd3a8c957,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-6,Dino-Group-I-Clade-6_X,Dino-Group-I-Clade-6_X_sp.
f6976ae84d5dc9ce5521b70582005d93,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,,,,,,,
c05bd62417432627bd4ea253e63d3b43,Eukaryota,TSAR,Alveolata,Ciliophora,Ciliophora,Ciliophora,Oligohymenophorea,Oligohymenophorea,Oligohymenophorea,OLIGO5,OLIGO5_X,OLIGO5_XX,OLIGO5_XX_sp.
e84a820cc5aad1f43832399150656dc0,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-7,Dino-Group-II-Clade-7_X,Dino-Group-II-Clade-7_X_sp.
39911ee3e23f3e946290f130255d9026,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11_X_sp.
f1d8563c1cff05bec8307f82959d9051,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Dinophyceae,Dinophyceae,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp.
f84c1ff04c1d3045da1f4112507d0082,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-15,Dino-Group-II-Clade-15_X,Dino-Group-II-Clade-15_X_sp.
831fcfedc5e09b0c711842523756bdbf,Eukaryota,Haptista,Haptophyta,Haptophyta_X,Haptophyta_X,Haptophyta_X,Haptophyta_Clade_HAP4,Haptophyta_Clade_HAP4,Haptophyta_Clade_HAP4,Haptophyta_Clade_HAP4_X,Haptophyta_Clade_HAP4_XX,Haptophyta_Clade_HAP4_XXX,Haptophyta_Clade_HAP4_XXX_sp.
284f7eb0f50c3dd2effd0df5237f6f44,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Dinophyceae,Dinophyceae,Dinophyceae,,,,
257f54cdc2065d29405fe562743dd48e,Eukaryota,TSAR,Rhizaria,Radiolaria,Radiolaria,Radiolaria,Polycystinea,Polycystinea,Polycystinea,Spumellaria,Spongopylidae,Spongopylidae_X,Spongopylidae_X_sp.
af9da461a0aedd6daf8c0c7521adc6e4,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-30,Dino-Group-II-Clade-30_X,Dino-Group-II-Clade-30_X_sp.
1c7a4a95f9f23058b6176ae6e7360636,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1_X_sp.
01074d14e321ea9632c373fcb7c2cee3,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11_X_sp.
a6df5fcbb7a9054c75b37890a666f0d4,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-14,Dino-Group-II-Clade-14_X,Dino-Group-II-Clade-14_X_sp.
8ca1fd411db8be65ed8824e8c91d24ce,Eukaryota,Haptista,Haptophyta,Haptophyta_X,Haptophyta_X,Haptophyta_X,Prymnesiophyceae,Prymnesiophyceae,Prymnesiophyceae,Prymnesiophyceae_Clade_E,Prymnesiophyceae_Clade_E_X,Prymnesiophyceae_Clade_E_XX,Prymnesiophyceae_Clade_E_XX_sp.
d9fe022b408d8de602c98d4c322dff16,Eukaryota,TSAR,Stramenopiles,Gyrista,Gyrista,Gyrista,Bacillariophyceae,Bacillariophyceae,Bacillariophyceae,,,,
2c002ca4ef2e793e3222b172edf0e67a,Eukaryota,TSAR,Alveolata,Ciliophora,Ciliophora,Ciliophora,Oligohymenophorea,Oligohymenophorea,Oligohymenophorea,OLIGO5,OLIGO5_X,OLIGO5_XX,OLIGO5_XX_sp.
747024dc4a84e26462ab33106b4c4c69,Eukaryota,Haptista,Haptophyta,Haptophyta_X,Haptophyta_X,Haptophyta_X,Prymnesiophyceae,Prymnesiophyceae,Prymnesiophyceae,Prymnesiales,Prymnesiaceae,Prymnesium,Prymnesium_sp.
aa114ebe31a7d5a6d24922e344a2ec90,Eukaryota,TSAR,Rhizaria,Cercozoa,Cercozoa,Cercozoa,Cercozoa_X,Cercozoa_X,Cercozoa_X,Cercozoa_XX,Cercozoa_XXX,Cercozoa_XXXX,Cercozoa_XXXX_sp.
988cb7619ef32785a752d9ed7af41181,Eukaryota,TSAR,Telonemia,Telonemia_X,Telonemia_X,Telonemia_X,Telonemia_XX,Telonemia_XX,Telonemia_XX,Telonemia_XXX,Telonemia-Group-1,Telonemia-Group-1_X,Telonemia-Group-1_X_sp.
189166347327bebd72859623715f842f,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-21,Dino-Group-II-Clade-21_X,Dino-Group-II-Clade-21_X_sp.
bedf27c97a1f15578963d884cfdfede1,Eukaryota,TSAR,Stramenopiles,Gyrista,Gyrista,Gyrista,Bacillariophyceae,Bacillariophyceae,Bacillariophyceae,,,,
2d3cdb21d74de5942aa50184f9647502,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-4,Dino-Group-II-Clade-4_X,Dino-Group-II-Clade-4_X_sp.
1b0f66bcc6e192711de51205ff06fee3,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Dinophyceae,Dinophyceae,Dinophyceae,,,,
634595ca6965eacef65044415e95f81c,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5_X_sp.
4abab223ad159cc03590362c62214426,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II_X,Dino-Group-II_XX,Dino-Group-II_XX_sp.
1b92cd87e1422d371f01ca7a25410a99,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-3,Dino-Group-I-Clade-3_X,Dino-Group-I-Clade-3_X_sp.
598273763838a4030a692f8f21e9cd51,Eukaryota,TSAR,Stramenopiles,Gyrista,Gyrista,Gyrista,Raphidophyceae,Raphidophyceae,Raphidophyceae,Raphidophyceae_X,Raphidophyceae_XX,Haramonas,
7df4521c28ed3a54be1ec6160789e8ea,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Dinophyceae,Dinophyceae,Dinophyceae,,,,
7d065819f930264f7261c54cc4f4b85a,Eukaryota,TSAR,Rhizaria,Cercozoa,Cercozoa,Cercozoa,,,,,,,
80d51969ef85a37c7cfbe41919f49972,Eukaryota,TSAR,Alveolata,Ciliophora,Ciliophora,Ciliophora,Oligohymenophorea,Oligohymenophorea,Oligohymenophorea,OLIGO5,OLIGO5_X,OLIGO5_XX,OLIGO5_XX_sp.
224d584a506344fcd2df78ac981581d8,Eukaryota,TSAR,Alveolata,Ciliophora,Ciliophora,Ciliophora,Oligohymenophorea,Oligohymenophorea,Oligohymenophorea,Apostomatia,Apostomatia_X,Apostomatia_XX,Apostomatia_XX_sp.
226ff0fd2c6f329d0bf0421e27db841e,Eukaryota,TSAR,Alveolata,Ciliophora,Ciliophora,Ciliophora,Spirotrichea,Spirotrichea,Spirotrichea,Choreotrichida-Tintinnina,Eutintinnidae,Eutintinnus,
bbec805bf16547dab60505b83f15c0c4,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-12,Dino-Group-II-Clade-12_X,Dino-Group-II-Clade-12_X_sp.
d402058f6f2bb4c753c4653435e410dc,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1_X_sp.
2a97c3ccc189143252534b9e8b0e197a,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11_X_sp.
9ca772747dd6cadb214db23da3b2b0cd,Eukaryota,TSAR,Telonemia,Telonemia_X,Telonemia_X,Telonemia_X,Telonemia_XX,Telonemia_XX,Telonemia_XX,Telonemia_XXX,Telonemia-Group-1,Telonemia-Group-1_X,Telonemia-Group-1_X_sp.
c7536b8687817945bdd96045e2b5f160,Eukaryota,TSAR,Stramenopiles,Gyrista,Gyrista,Gyrista,Dictyochophyceae,Dictyochophyceae,Dictyochophyceae,Dictyochophyceae_X,Florenciellales,Pseudochattonella,
77ce059ba37228f2f827719b9c5ce4eb,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-40,Dino-Group-II-Clade-40_X,Dino-Group-II-Clade-40_X_sp.
47ae6cb2fecf5228084e2b067b21b954,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-20,Dino-Group-II-Clade-20_X,Dino-Group-II-Clade-20_X_sp.
2e666d7108cd8df17cc45c1b455d32be,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Dinophyta_X,Dinophyta_X,Dinophyta_X,Dinophyta_XX,Dinophyta_XXX,Dinophyta_XXXX,Dinophyta_XXXX_sp.
7d257c7c31a65e1c4c36cb6961286bf2,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-14,Dino-Group-II-Clade-14_X,Dino-Group-II-Clade-14_X_sp.
33cd569507e25ae44df4a36397ba9db5,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5_X_sp.
f1336450bdce019873e1c90482ad3f98,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II_X,Dino-Group-II_XX,Dino-Group-II_XX_sp.
7eacd16d9b889ab03cd181266c1c91b4,Eukaryota,TSAR,Alveolata,Ciliophora,Ciliophora,Ciliophora,Oligohymenophorea,Oligohymenophorea,Oligohymenophorea,OLIGO5,OLIGO5_X,OLIGO5_XX,OLIGO5_XX_sp.
42c5a150b334a8b473c4186ecc04887d,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Dinophyceae,Dinophyceae,Dinophyceae,Gymnodiniales,Gymnodiniaceae,,
25aca5575f6e4f634de64bd68c6bc624,Eukaryota,TSAR,Alveolata,Ciliophora,Ciliophora,Ciliophora,Oligohymenophorea,Oligohymenophorea,Oligohymenophorea,OLIGO5,OLIGO5_X,OLIGO5_XX,OLIGO5_XX_sp.
8f86aa8190f01ed10fa7375dedda5e3c,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-5,Dino-Group-II-Clade-5_X,Dino-Group-II-Clade-5_X_sp.
959336b04f6b5a18a9a83307df937be1,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-5,Dino-Group-II-Clade-5_X,Dino-Group-II-Clade-5_X_sp.
17708451c8b65450300d8d3f104a8b57,Eukaryota,TSAR,Rhizaria,Radiolaria,Radiolaria,Radiolaria,Polycystinea,Polycystinea,Polycystinea,Nassellaria,,,
7cc1dc0099f06ae42b917575db4eb58a,Eukaryota,Opisthokonta,Choanoflagellata,Choanoflagellatea,Choanoflagellatea,Choanoflagellatea,Acanthoecida,Acanthoecida,Acanthoecida,Stephanoecidae_Group_D,Stephanoecidae_Group_D_X,Stephanoecidae_Group_D_X_sp.,
1807e645c120653fc2f9fd567e1fc394,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-4,Dino-Group-II-Clade-4_X,Dino-Group-II-Clade-4_X_sp.
7dc0d3f4f8bf15c6e15a96f1aed2f51a,Eukaryota,TSAR,Alveolata,Ciliophora,Ciliophora,Ciliophora,Spirotrichea,Spirotrichea,Spirotrichea,Oligotrichida,,,
020295103ca8304135054e04d9110899,Eukaryota,TSAR,Rhizaria,Radiolaria,Radiolaria,Radiolaria,RAD-B,RAD-B,RAD-B,RAD-B_X,RAD-B_X_Group-Ia,RAD-B_X_Group-Ia_X,RAD-B_X_Group-Ia_X_sp.
a52ec458d32ca218b4f9bc8d17694ff6,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-4,Dino-Group-II-Clade-4_X,Dino-Group-II-Clade-4_X_sp.
554931b546094e5f6f961d8c799c4af0,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II_X,Dino-Group-II_XX,Dino-Group-II_XX_sp.
ad3be942f26a11596cf35311dd1dfaac,Eukaryota,TSAR,Stramenopiles,Gyrista,Gyrista,Gyrista,Dictyochophyceae,Dictyochophyceae,Dictyochophyceae,Dictyochophyceae_X,Florenciellales,,
29d997623abd2c4bf9f8168bb8887320,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-6,Dino-Group-II-Clade-6_X,Dino-Group-II-Clade-6_X_sp.
1ede846c089f003b729df092b1f94793,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-6,Dino-Group-II-Clade-6_X,Dino-Group-II-Clade-6_X_sp.
f1e539edf84226adda93ddd25e8df4ec,Eukaryota,TSAR,Stramenopiles,Gyrista,Gyrista,Gyrista,Mediophyceae,Mediophyceae,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,
f8b0bdceca5e8d7b6c9d0e0cf3dd8bf3,Eukaryota,TSAR,Alveolata,Ciliophora,Ciliophora,Ciliophora,Spirotrichea,Spirotrichea,Spirotrichea,Oligotrichida,Tontoniidae,Pseudotontonia,Pseudotontonia_simplicidens
4ce403d75e73fdc5a7fbbf043a2cd56e,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-4,Dino-Group-I-Clade-4_X,Dino-Group-I-Clade-4_X_sp.
058c317fc10aff2a30f2b57665cf3bc2,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5_X_sp.
1b65502cd24389adcd7f55bbe673f72e,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5_X_sp.
39986855c77b9c2049325580910650fb,Eukaryota,TSAR,Rhizaria,Radiolaria,Radiolaria,Radiolaria,Acantharea,Acantharea,Acantharea,Acantharea_3,Acantharea_3b,Acantharea_3b_X,Acantharea_3b_X_sp.
35679ca7fd5179b3d5a7627bb6e68d0f,Eukaryota,TSAR,Alveolata,Ciliophora,Ciliophora,Ciliophora,Spirotrichea,Spirotrichea,Spirotrichea,Choreotrichida-Tintinnina,Tintinnidae,Salpingacantha,Salpingacantha_undata
4ded90e9141d7110d8ec4969e434d0f4,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-6,Dino-Group-II-Clade-6_X,Dino-Group-II-Clade-6_X_sp.
5afc41589c13275fe715e353233dec28,Eukaryota,TSAR,Rhizaria,Radiolaria,Radiolaria,Radiolaria,Acantharea,Acantharea,Acantharea,Acantharea_2,Acantharea_2b,Acantharea_2b_X,Acantharea_2b_X_sp.
d7fe1f308a15556eea3e5394081ea048,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1_X_sp.
00c2b895782313884644a1a127602e03,Eukaryota,TSAR,Rhizaria,Radiolaria,Radiolaria,Radiolaria,RAD-C,RAD-C,RAD-C,RAD-C_X,RAD-C_Xa,RAD-C_Xa_X,RAD-C_Xa_X_sp.
50dca81824cf8ceba358e7f9b554b7b4,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-6,Dino-Group-II-Clade-6_X,Dino-Group-II-Clade-6_X_sp.
8792e0306cbfa5a49f1c4ff715e5dbe3,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-4,Dino-Group-II-Clade-4_X,Dino-Group-II-Clade-4_X_sp.
784314a79ec05bfc2d838f7cd00c9399,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II_X,Dino-Group-II_XX,Dino-Group-II_XX_sp.
415c6200b63019f29c44c85fd72e2117,Eukaryota,TSAR,Rhizaria,Radiolaria,Radiolaria,Radiolaria,Acantharea,Acantharea,Acantharea,Acantharea_4,Acantharea_4c,Acantharea_4c_X,Acantharea_4c_X_sp.
cd01957b5ca7cb63f2291e209fab3cdf,Eukaryota,Archaeplastida,Picozoa,Picozoa_X,Picozoa_X,Picozoa_X,Picozoa_XX,Picozoa_XX,Picozoa_XX,Picozoa_XXX,Picozoa_XXXX,Picozoa_XXXXX,Picozoa_XXXXX_sp.
a781326d31c627ad74034e90392b642b,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Dinophyceae,Dinophyceae,Dinophyceae,,,,
3afe508b03b1c59974d59e65fa1046a0,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Dinophyceae,Dinophyceae,Dinophyceae,,,,
d05317404ebc2bab0168aea6432944e5,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Dinophyceae,Dinophyceae,Dinophyceae,,,,
302b5d4ba8407e2214cedbc2d3daf25e,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II_X,Dino-Group-II_XX,Dino-Group-II_XX_sp.
8cfba522681cd178b25ddef03493f1e6,Eukaryota,TSAR,Rhizaria,Radiolaria,Radiolaria,Radiolaria,Polycystinea,Polycystinea,Polycystinea,Nassellaria,Lophophaenidae,Peromelissa,Peromelissa_tricuspidata
f8ece4f1f2eec34a249dc4a31354b742,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11_X_sp.
87964e5c7c40612371d3d4c47c6c7b76,Eukaryota,TSAR,Rhizaria,Radiolaria,Radiolaria,Radiolaria,Acantharea,Acantharea,Acantharea,Acantharea_2,Acantharea_2b,Acantharea_2b_X,Acantharea_2b_X_sp.
dd4177f6736301404818c57f7e9c5a68,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Dinophyceae,Dinophyceae,Dinophyceae,,,,
f20ff0c71e789b3caed36ec275d402b3,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-5,Dino-Group-II-Clade-5_X,Dino-Group-II-Clade-5_X_sp.
fd96c5bcf4bbac0e850e4473c870f606,Eukaryota,TSAR,Stramenopiles,Bigyra,Bigyra,Bigyra,Sagenista,Sagenista,Sagenista,Labyrinthulomycetes,Labyrinthulomycetes_LAB15,Labyrinthulomycetes_LAB15_X,Labyrinthulomycetes_LAB15_X_sp.
7f82e9b7179fcae9e22bd3e85b71dd37,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Dinophyceae,Dinophyceae,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp.
1974b77e26d3bf60401c3577aa434305,Eukaryota,TSAR,Rhizaria,Radiolaria,Radiolaria,Radiolaria,Acantharea,Acantharea,Acantharea,Acantharea_C,Acantharea_C3,Litholophus,Litholophus_spB
4e85b7976d7e21a7522222318d6a73e6,Eukaryota,TSAR,Stramenopiles,Gyrista,Gyrista,Gyrista,MOCH-2,MOCH-2,MOCH-2,MOCH-2_X,MOCH-2_XX,MOCH-2_XXX,MOCH-2_XXX_sp.
81a5400bce3eae3b1bff82982bd20232,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Dinophyceae,Dinophyceae,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium_helveticum
7b886dabfe9101a1dbc42ba5668ada07,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5_X_sp.
f531045b941a6336781915c16b424807,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Dinophyceae,Dinophyceae,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp.
b1222b965b0be48867c7b59bdb9f190a,Eukaryota,TSAR,Stramenopiles,Stramenopiles_X,Stramenopiles_X,Stramenopiles_X,Stramenopiles_XX,Stramenopiles_XX,Stramenopiles_XX,Stramenopiles_XXX,Stramenopiles_XXXX,Stramenopiles_XXXXX,Stramenopiles_XXXXX_sp.
