OTUID,Domain,Phylum,Class,Order,Family,Genus,Species
7476aedff9d82456c0c0b8ad090c1624,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,SAR202_clade,SAR202_clade,hydrothermal_vent
2dc0f16f78f87c745adc29b69f40218e,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured,
a4da2527581a22f67ab52ba354f27b78,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169_marine_group,AEGEAN-169_marine_group,uncultured_bacterium
6c2e08aba5e585417e6fc35321ff3d27,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,SAR202_clade,SAR202_clade,
e9a71f89819bebb2c9620fce009c7267,Bacteria,Gemmatimonadota,BD2-11_terrestrial_group,BD2-11_terrestrial_group,BD2-11_terrestrial_group,BD2-11_terrestrial_group,uncultured_deep-sea
3a179e20c15c291a9d1789f61688b3d8,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NS9_marine_group,
9fea04f3abffb1239de878a9c4fd320b,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobiaceae,uncultured_deep-sea
846848096fc1dc8d94f01139512f4baa,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Spongiibacteraceae,BD1-7_clade,uncultured_bacterium
dbbd6b3d3a4e9352d8cd54fe92049988,Bacteria,SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),uncultured_SAR324
dba7cc559d57b605558cc9e42e5567fc,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,Woesearchaeales,Woesearchaeales,
8407ff6ccff525ec201972a376d7991f,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,uncultured,
9c1c46180a6397a0cff159afe5d6c413,Bacteria,Chloroflexi,Dehalococcoidia,,,,
c163bd49bdefe9ab5e9cf2d05557e81d,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Gimesiaceae,uncultured,uncultured_deep-sea
accc7a703453b3407eb4e3b4bca0cfc4,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,uncultured,
3efd1bcfec4394076a0e4c881630736a,Bacteria,SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),
6a7fb878ceced25d25a2f806b3dcf63a,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,,,
5a30a91d50758c2f2403ecd76f535920,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,Clade_II,
b80e478cc9b57a4c2bdeb8696521d8d6,Bacteria,Chloroflexi,N9D0,N9D0,N9D0,N9D0,marine_metagenome
c8c0417e731e0533c99e6760e2646af9,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobiaceae,
64ecc7591b71b3e1a081d898779d247a,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),uncultured_Candidatus
49ccb1b594488549c6052f274e0d9ad8,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,
8a532a9dff0733ab7ce69df81f266191,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,Clade_II,
35e608d80c494ca737b4df73e4c3c85d,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,NS10_marine_group,
da2efc98339cd446702ae42c740d7261,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),hydrothermal_vent
25cfb4f045169e883954216357ff8eb4,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,Clade_II,
e1185f5b10a51b4cbedb9b1ada4b53a3,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,MB11C04_marine_group,uncultured_bacterium
9fcdc6a36979886f0ad89a204cd0a07b,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group,uncultured_Flavobacteriia
15059142acd6e85d274a97d9c8d7684a,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae,
6c3823f7a683ab0e880b18c981ef0e71,Archaea,Thermoplasmatota,Thermoplasmata,Thermoplasmata,Thermoplasmata,Marine_Group_III,
8ec2ccfed294127279ac10b477cf494e,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ia,
4165a7b6447aa6e1d4cf940d78b72261,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,SAR92_clade,
cf9a1164c914a7fdefc78db04607b197,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,MB11C04_marine_group,uncultured_bacterium
c01e5f085f3c77be64cc5afc296b7352,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),uncultured_bacterium
a24d6ad018d001ec77c0d1b5c5e0625c,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,uncultured,uncultured,uncultured_marine
fee1ae53c89cf34f9f61c589cd6128c1,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,Clade_II,
83bc084cef75e937b6fc6cd2bce9a810,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,SAR202_clade,SAR202_clade,
78df308e297f7e3bcfc7566fe25ec074,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,SAR202_clade,SAR202_clade,
e277dca8bfa1fd2dea93ebf84f01d803,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),uncultured_Fibrobacteres/Acidobacteria
1087fa1066bc092b4ee546edb82b1f97,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured,metagenome
ed749967e8c8893673037ca2c3d06a85,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,
c12d4160ed8efac7889570b6d63225f0,Bacteria,NB1-j,NB1-j,NB1-j,NB1-j,NB1-j,uncultured_marine
10aa8d6cc26407576105b7d1c55f98e2,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas,
abd387f34e8e5efcb62065cbd9dc7d71,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,uncultured,uncultured_bacterium
f64209683d7e3fe3d33cedc7966c6530,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),metagenome
6234b7d4216efe4e0eb2e7862afa4459,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,Clade_II,
4ec8e0d3adcd2433f028939629a7517d,Bacteria,NB1-j,NB1-j,NB1-j,NB1-j,NB1-j,
3ccf5d46569aab2e9f636c9afe4a713f,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas,
a7d82f92337919e12820fb58f4856ebf,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),
22ef18c24c5368c26da1cbb4ead13876,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured_Bacteroidetes
471141f8f7b557ba5590942b1f16d564,Archaea,Thermoplasmatota,Thermoplasmata,Marine_Group_II,Marine_Group_II,Marine_Group_II,
c63929bd1f3f1b5b182100435f6239c1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,uncultured,
1735f5c3337481902d76083718d13b57,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,,,
9038fc02ae040f888b45312adbc343b2,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured,uncultured_bacterium
ab39272cff4aca5dcb9372034c949cec,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169_marine_group,AEGEAN-169_marine_group,uncultured_Alphaproteobacteria
051ffe210ef5cb7cfabc05b85b036b4e,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,MB11C04_marine_group,uncultured_marine
2a18ca537be31b54498e08948d3aa71c,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169_marine_group,AEGEAN-169_marine_group,uncultured_bacterium
ca7b7d4c869facb3a725e79e411b1c70,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,Woesearchaeales,Woesearchaeales,marine_metagenome
7ef7c94751ed3f718163167dcf34ad4c,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,Woesearchaeales,Woesearchaeales,uncultured_euryarchaeote
47e3a2829a965fe661c193ee9f4ec0f9,Bacteria,Nitrospinota,P9X2b3D02,P9X2b3D02,P9X2b3D02,P9X2b3D02,Candidatus_Tectomicrobia
43f7e6a60220ae3526e72eb2fdcf0376,Bacteria,Verrucomicrobiota,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera,uncultured_bacterium
c5ffa0f0562bcf0cf4f0bfe37c8adb3d,Archaea,Thermoplasmatota,Thermoplasmata,Thermoplasmata,Thermoplasmata,Marine_Group_III,uncultured_marine
51798f7c91bff1bc0ea5e25404a8051a,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NS9_marine_group,
6713f59bf174f773da776fc41a31d982,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,
3afa134f58e4c018a2b05a3cf5505395,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,Clade_II,
df453589b5c716e75044e64c0db4e95f,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),
ffcc4da60c32a9c68c89a49443c5372f,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,uncultured,
e5c090cbcc7240249fc8dbbfdfcb92fb,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),
3e08d32dade881ebebb60ade4986e432,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86_clade,SAR86_clade,
a6940472f1ce8226d7ed57b41001d601,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured,uncultured_marine
e0e69a49e4275b25982adbf59c880336,Bacteria,Proteobacteria,Alphaproteobacteria,AT-s3-44,AT-s3-44,AT-s3-44,uncultured_bacterium
cb3dce22b1aec42e85ad7b4167ad6e3b,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,
a5ce5ea6c66f111ea2cc52b82641c275,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS2b_marine_group,
ac403abb01d1440a8a1d266a3f200943,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobiaceae,
37f8f8dff140c9b28f555d0c4800e688,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopelagicus,uncultured_archaeon
8b67fb3e03fd9d8c3ee2bc059b002dca,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,,,
fc9c655921d46984bc0892d5e5bdfd31,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,Clade_II,
34d4dd87dca3eccb5764ec26b9cd29b0,Bacteria,Patescibacteria,ABY1,Candidatus_Komeilibacteria,Candidatus_Komeilibacteria,Candidatus_Komeilibacteria,uncultured_bacterium
231a73ac4330f8e30a0ae993417b95b7,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169_marine_group,AEGEAN-169_marine_group,uncultured_Alphaproteobacteria
7fb7b1e237776ac1d0ceef2c01718e58,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,Clade_II,
66b91c60d9e68507e5dc7a7968e02a10,Bacteria,Planctomycetota,Pla3_lineage,Pla3_lineage,Pla3_lineage,Pla3_lineage,marine_metagenome
98747227cd8c0fa69789f7de543264e4,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55,uncultured_bacterium
e18089cf99b293aaf43c492bc4b029ef,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Saccharospirillaceae,uncultured,uncultured_marine
17d74ac1a7d0618aaa8b01de09b34254,Bacteria,SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_cluster
8f39aaa0aef806b2ca2a9dc77054dc7a,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,LS-NOB,
7bbc7165f592ff47e9071ef2b420e19e,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169_marine_group,AEGEAN-169_marine_group,uncultured_bacterium
4c7aa04ce2ed0c47bce85d24a5b8964f,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NS9_marine_group,uncultured_marine
965b37f941bd73f65c08aa85ecaa4007,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Cerasicoccus,
bc7cc5b6dcefb69aba7463184ac5e427,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group,
1114a40b39115a11a8579dca770120b4,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group,uncultured_Flavobacterium
48b8883b733361052598f09cfff47140,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,SAR202_clade,SAR202_clade,
5f856a43b817d780cb11365d5fa3461f,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),uncultured_bacterium
461e9b1ff6d36c843a3ee68eafe6b2f9,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,SAR202_clade,SAR202_clade,uncultured_Chloroflexi
5bf1129623c71033a34ca91fdce654b7,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),
29ce875f286e6130bc4e39128d0cfbe9,Bacteria,Acidobacteriota,Subgroup_26,Subgroup_26,Subgroup_26,Subgroup_26,uncultured_Acidobacterium
6b33acc5c9b3ad35a81f62675d2ee02d,Bacteria,Planctomycetota,OM190,OM190,OM190,OM190,hydrothermal_vent
ee2494791a826447f3c39493618983c5,Bacteria,Planctomycetota,OM190,OM190,OM190,OM190,uncultured_planctomycete
6a1d1c01af180c652ca6938cfd5ea77f,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Spongiibacteraceae,Sinobacterium,uncultured_bacterium
cd89b300620c49d9fecca62684ff9801,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,uncultured_marine
693b2b27707042a67b5b09c1a13460cc,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),uncultured_Candidatus
bd173a898f22228074c8ab64d3c32dfb,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,Clade_II,
3efd5838bc3e9c28df874ebcbb82a748,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,uncultured,
7d84f96f63db916d0786801ef3e4ced6,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,uncultured,uncultured_organism
d08f9fc2d5f02647fad189f644d0ea28,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopelagicus,uncultured_archaeon
db78c1d031577eaa2e0191a4969fa90d,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,
3e2b21c7cb90f611f4db0451099c981a,Archaea,Thermoplasmatota,Thermoplasmata,Marine_Group_II,Marine_Group_II,Marine_Group_II,
00f5de4f108b6bc7d510b873600f1446,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Arctic97B-4_marine_group,Arctic97B-4_marine_group,Arctic97B-4_marine_group,
b0c8947ceb8dac88f2e72d32d264b58d,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),
fdfd1aaaa5808f9fbdeb12b0191d6974,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,,
ad3d02c47ff5f3e4bb01f35d4dfa0fa8,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,uncultured_gamma
51de5ffa38869040b7a378eeb08a312e,Archaea,Thermoplasmatota,Thermoplasmata,Marine_Group_II,Marine_Group_II,Marine_Group_II,
d52d97585e01772e075198689f74ebe3,Bacteria,Planctomycetota,Pla3_lineage,Pla3_lineage,Pla3_lineage,Pla3_lineage,marine_metagenome
c169f4edc749128cea56ef1bbd00b234,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Vicingus,
2df12104fa8cbe7cce11a2a3bbc6b8a4,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NS9_marine_group,uncultured_Flavobacteriia
84e947637bba2fdae86d01cff8f295d7,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NS9_marine_group,
c492214a683d68effc0a1309247e4577,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,BIrii41,uncultured_Sorangiineae
06fbe8c8fced5d01505888cbddc30e8e,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,MB11C04_marine_group,
abbaf435b1b1d1f2617c35ee0216d85b,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,A714019,uncultured_Verrucomicrobia
d314b9f474ebfa0808bc4a0708ccbf9f,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,,,
6d1ddac07846f4986bc34b674b9234cc,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Arctic97B-4_marine_group,Arctic97B-4_marine_group,Arctic97B-4_marine_group,uncultured_verrucomicrobium
7d98c80de4e539f1cb4157a48c842161,Bacteria,Acidobacteriota,Subgroup_21,Subgroup_21,Subgroup_21,Subgroup_21,uncultured_bacterium
bb5c7bd36ce2695f2ac607f6c7878b5d,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,SAR202_clade,SAR202_clade,
8b6dc4eb808b48cefdf6ab1196473fa1,Bacteria,,,,,,
2dda0cf7fe5fd5572f238ac760be6590,Archaea,Thermoplasmatota,Thermoplasmata,Marine_Group_II,Marine_Group_II,Marine_Group_II,unidentified_archaeon
7e919c6abf825d03020bdfc4f4567769,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NS9_marine_group,uncultured_Flavobacteriia
2057975e25e9eb772a1dbdc15237efb2,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),uncultured_bacterium
300c264e9cdadfd8adf8153ba7fb30dd,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Vicinamibacteraceae,
f75a7ff2740c7af21f310955d1fe0528,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Thioglobaceae,SUP05_cluster,uncultured_marine
f3b528886db545b40868094523dd249a,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,SAR202_clade,SAR202_clade,
6728ad8c4c9c9cbb144c28220c6937dc,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,Clade_II,
f8b11ce8dec3dc4c29388aa145c12e8d,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),uncultured_bacterium
1010aca1da99b72da5a84e563b73ad0b,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NS9_marine_group,uncultured_marine
a8483462e9eda67ff924564e15d5f03f,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,
54d7aed8310eb2625dee30ae2a13dc6a,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,
99593aeabf1fd06006686fc762aee909,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,Clade_II,
a97197beefa969981cfccc3c6d51d9d2,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NS9_marine_group,uncultured_Flavobacteriia
35e742cdbcb91bc666007d921988b586,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NS9_marine_group,uncultured_Flavobacteriia
259b169b678c17716b9701b59cf42253,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),uncultured_bacterium
29e79e64c963050e4db41c6ce5692407,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae,
cc61ce9c0d33eea1cc64c9243158daec,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group,
bea5a4b53c349a71804507b2326e9efb,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,
39fba7cdd880f5c15d5d66104b39f79b,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Roseibacillus,uncultured_marine
fb6af0597803ae9671ab6546f1cd0b26,Archaea,Thermoplasmatota,Thermoplasmata,Thermoplasmata,Thermoplasmata,Marine_Group_III,
a9896719155589cb3e622dc43bf08004,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),uncultured_Fibrobacteres/Acidobacteria
8b4c570fa6845d1f814a734c834e152e,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,Clade_II,
0391e7511c01b257a24810bfc9b1d3c0,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,uncultured,
5654d85621a2cfd467da95d5ca158aab,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,uncultured,uncultured,
45a6fcabf21d3fad6942f00bab3fbcc7,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,uncultured,uncultured,uncultured_Pelagibacterales
63fe36a1a26ca05d06d9d8f5ffce3bf9,Bacteria,,,,,,
f677deb73cc3f5ea7c10a80784953769,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),uncultured_bacterium
1e5b4354394935e9bdd8f3f11f46c21b,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ia,
eedf12c60ba92fc0158da23a62ef48d2,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopelagicus,uncultured_archaeon
fae1d1b1ae2b187d53ac80ddf0dc4730,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),
7aab3522ee8ab71bb3bb936398cbf224,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Colwellia,
a5ff2a1d791267879c52ffbbed52a8c7,Bacteria,Margulisbacteria,Margulisbacteria,Margulisbacteria,Margulisbacteria,Margulisbacteria,
c3757aa750996a6f63ee7f337662cf92,Bacteria,Planctomycetota,OM190,OM190,OM190,OM190,uncultured_Planctomycetaceae
e9c2a0831a2642f43d1b1233d4497ce3,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116_clade,SAR116_clade,uncultured_proteobacterium
25d091a165ce791a2a7b9b7e29e7e78f,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Gramella,
d8edf48d74b42a984fd1ed3e6045a8e3,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Thioglobaceae,SUP05_cluster,
374165eb0dbbb452508799781c2e6d3a,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,,
970a23b2250fd3550f137c394144b5d4,Bacteria,Proteobacteria,Alphaproteobacteria,Zavarziniales,uncultured,uncultured,metagenome
8e3265128b35c6ed41797a11461796bc,Archaea,Thermoplasmatota,Thermoplasmata,Marine_Group_II,Marine_Group_II,Marine_Group_II,
60684f17fe5bb25c4d4e744f7ef84124,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),
0e26f98fbd7cf6da06a5009112f0af64,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,,,
4b84a0d8af8ec2667d3a5d5512af063e,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured,uncultured_bacterium
ba834a5b71cbe1c36918ce414a749ba7,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),
856f2799b14dc34ed785ee8cb4763ce8,Bacteria,SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),
7dc4f351c2208ffd226cf952bb59fbc3,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae,uncultured_marine
58dd67453eeb0202885a77ed1b9b3808,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,
